size,subset,has_margin,has_answer_stable,tune_f1,tune_calls,eval_f1,eval_em,eval_calls,eval_triggered,diff_f1_vs_as,ci_as_lo,ci_as_hi,diff_calls_vs_as,diff_f1_vs_famA,ci_famA_lo,ci_famA_hi,diff_f1_vs_k3,ci_k3_lo,ci_k3_hi
3,calibrated_logit_margin+top_score_z_intra+gap,1,0,73.9716959511077,3.71,66.91348003848003,55.666666666666664,3.3666666666666667,161,-1.125091575091575,-3.4066987179487183,1.063507326007326,0.83,0.10476190476190476,-2.217857142857143,2.2884523809523794,1.7257020757020756,-0.7491071428571427,4.216805555555555
2,calibrated_conf+overlap_signal,0,0,72.45979118920295,2.97,66.41982924482924,56.333333333333336,3.1333333333333333,227,-1.6187423687423688,-3.879996947496948,0.6403769841269837,0.5966666666666667,-0.38888888888888884,-1.7111111111111108,0.8002777777777778,1.2320512820512821,-0.9814209401709401,3.591249999999999
1,overlap_signal,0,0,72.45979118920295,2.96,66.36427368927367,56.333333333333336,3.1066666666666665,229,-1.6742979242979243,-3.9398611111111106,0.6360866910866911,0.57,-0.4444444444444444,-1.7558333333333336,0.7666666666666666,1.1764957264957265,-1.0213934676434677,3.587130647130648
2,calibrated_logit_margin+gap,1,0,73.9716959511077,3.5,66.15554353054353,55.333333333333336,3.16,183,-1.8830280830280832,-4.295,0.39277777777777784,0.6233333333333333,-0.6531746031746033,-3.075496031746032,1.7613888888888887,0.9677655677655677,-1.6552976190476194,3.5366742979242987
2,calibrated_conf+gap,0,0,72.03051948051947,3.29,65.46427368927368,55.333333333333336,3.0166666666666666,201,-2.5742979242979245,-4.9615277777777775,-0.3618971306471313,0.48,-1.3444444444444446,-3.9371428571428573,1.10484126984127,0.27649572649572673,-2.1558455433455435,2.7618650793650774
2,calibrated_conf+top_score_z_intra,0,0,71.03051948051947,3.38,65.35316257816258,55.00000000000001,3.21,182,-2.6854090354090356,-4.991547619047619,-0.49050824175824287,0.6733333333333333,-1.4555555555555555,-4.038174603174603,0.9974999999999994,0.16538461538461557,-2.21752442002442,2.587344322344322
3,calibrated_conf+top_score_z_intra+gap,0,0,72.03051948051947,3.5,65.35316257816258,55.00000000000001,3.276666666666667,175,-2.6854090354090356,-4.991547619047619,-0.49050824175824287,0.74,-1.4555555555555555,-4.038174603174603,0.9974999999999994,0.16538461538461557,-2.21752442002442,2.587344322344322
1,calibrated_logit_margin,1,0,71.9716959511077,2.45,64.44573112073112,53.333333333333336,2.3266666666666667,275,-3.5928404928404936,-6.218601676101676,-1.0326741314241337,-0.21,-2.362987012987013,-4.8665331890331895,0.25702380952380877,-0.7420468420468419,-3.652768342768343,2.0471955821955814
1,calibrated_conf,0,0,67.51861471861471,2.02,63.80523828023827,53.333333333333336,2.05,300,-4.233333333333333,-6.667222222222222,-1.9997222222222222,-0.4866666666666667,-3.0034798534798535,-5.681686507936508,-0.6034126984126985,-1.3825396825396825,-3.7655158730158726,0.8955158730158728
2,top_score_z_intra+gap,0,0,65.68836261777439,3.0,59.123581048581045,48.66666666666667,2.6666666666666665,175,-8.914990564990566,-12.306916971916971,-5.323299062049062,0.13,-7.685137085137087,-10.953502886002884,-4.166976911976913,-6.0641969141969145,-9.679861111111112,-2.4070165945165947
1,top_score_z_intra,0,0,64.68836261777439,2.84,58.94897787397787,48.66666666666667,2.5733333333333333,182,-9.08959373959374,-12.481907953157952,-5.466260406260408,0.03666666666666667,-7.85974025974026,-11.07231240981241,-4.204837662337663,-6.238800088800088,-9.878068181818183,-2.5462608225108228
1,gap,0,0,63.93836261777439,2.72,56.70850168350168,47.0,2.32,201,-11.33006993006993,-14.979849456099457,-7.422003968253968,-0.21666666666666667,-10.10021645021645,-13.769641053391055,-6.3188690476190486,-8.479276279276279,-12.37710816960817,-4.426379453879455
