size,n_groups,max_group_size,formula,has_margin,has_answer_stable,tune_f1,tune_calls,eval_f1,eval_em,eval_calls,eval_triggered,diff_f1_vs_as,ci_as_lo,ci_as_hi,diff_calls_vs_as,diff_f1_vs_famA,ci_famA_lo,ci_famA_hi,diff_f1_vs_k3,ci_k3_lo,ci_k3_hi
5,4,2,cnf|gap|mrg&ovl|tzi,1,0,16.52777777777778,1.71,19.81068376068376,19.0,1.67,300,-18.48888888888889,-23.601388888888884,-13.48777777777778,-0.9,-28.164550264550265,-33.53311507936508,-22.918240740740742,-23.168253968253964,-27.781190476190474,-18.677103174603175
5,4,2,as&mrg|cnf|gap|tzi,1,1,16.52777777777778,1.73,19.81068376068376,19.0,1.6966666666666668,300,-18.48888888888889,-23.601388888888884,-13.48777777777778,-0.8733333333333333,-28.164550264550265,-33.53311507936508,-22.918240740740742,-23.168253968253964,-27.781190476190474,-18.677103174603175
6,4,3,as&mrg&ovl|cnf|gap|tzi,1,1,16.52777777777778,1.74,19.81068376068376,19.0,1.7,300,-18.48888888888889,-23.601388888888884,-13.48777777777778,-0.87,-28.164550264550265,-33.53311507936508,-22.918240740740742,-23.168253968253964,-27.781190476190474,-18.677103174603175
6,4,2,as&gap|cnf&mrg|ovl|tzi,1,1,18.305555555555554,1.67,19.727350427350427,19.0,1.59,300,-18.572222222222223,-23.323888888888888,-13.655138888888887,-0.98,-28.2478835978836,-33.36830687830688,-23.344351851851854,-23.2515873015873,-28.189166666666665,-18.61017857142857
4,3,2,cnf&mrg|ovl|tzi,1,0,18.305555555555554,1.69,19.727350427350427,19.0,1.62,300,-18.572222222222223,-23.323888888888888,-13.655138888888887,-0.95,-28.2478835978836,-33.36830687830688,-23.344351851851854,-23.2515873015873,-28.189166666666665,-18.61017857142857
6,4,2,as&mrg|cnf&gap|ovl|tzi,1,1,18.305555555555554,1.67,19.727350427350427,19.0,1.62,300,-18.572222222222223,-23.323888888888888,-13.655138888888887,-0.95,-28.2478835978836,-33.36830687830688,-23.344351851851854,-23.2515873015873,-28.189166666666665,-18.61017857142857
4,3,2,as&mrg|ovl|tzi,1,1,18.305555555555554,1.67,19.727350427350427,19.0,1.6333333333333333,300,-18.572222222222223,-23.323888888888888,-13.655138888888887,-0.9366666666666666,-28.2478835978836,-33.36830687830688,-23.344351851851854,-23.2515873015873,-28.189166666666665,-18.61017857142857
5,3,3,as&cnf&mrg|ovl|tzi,1,1,18.305555555555554,1.7,19.727350427350427,19.0,1.64,300,-18.572222222222223,-23.323888888888888,-13.655138888888887,-0.93,-28.2478835978836,-33.36830687830688,-23.344351851851854,-23.2515873015873,-28.189166666666665,-18.61017857142857
4,4,1,cnf|gap|mrg|tzi,1,0,14.527777777777775,1.6,19.588461538461537,19.0,1.61,300,-18.711111111111112,-23.778055555555554,-13.666666666666666,-0.96,-28.38677248677249,-33.650205026455026,-23.076712962962965,-23.390476190476186,-27.989246031746035,-18.775555555555556
5,4,2,as&gap|mrg|ovl|tzi,1,1,16.305555555555557,1.54,19.5051282051282,19.0,1.5266666666666666,300,-18.794444444444444,-23.50583333333333,-13.859722222222222,-1.0433333333333332,-28.470105820105818,-33.593181216931214,-23.564722222222223,-23.47380952380952,-28.346547619047612,-18.831884920634916
5,4,2,cnf&gap|mrg|ovl|tzi,1,0,16.305555555555557,1.54,19.5051282051282,19.0,1.54,300,-18.794444444444444,-23.50583333333333,-13.859722222222222,-1.03,-28.470105820105818,-33.593181216931214,-23.564722222222223,-23.47380952380952,-28.346547619047612,-18.831884920634916
6,4,3,as&cnf&gap|mrg|ovl|tzi,1,1,16.305555555555557,1.54,19.5051282051282,19.0,1.54,300,-18.794444444444444,-23.50583333333333,-13.859722222222222,-1.03,-28.470105820105818,-33.593181216931214,-23.564722222222223,-23.47380952380952,-28.346547619047612,-18.831884920634916
3,3,1,mrg|ovl|tzi,1,0,16.305555555555557,1.54,19.5051282051282,19.0,1.5533333333333332,300,-18.794444444444444,-23.50583333333333,-13.859722222222222,-1.0166666666666666,-28.470105820105818,-33.593181216931214,-23.564722222222223,-23.47380952380952,-28.346547619047612,-18.831884920634916
4,4,1,as|gap|mrg|ovl,1,1,17.555555555555554,1.53,19.477350427350427,18.333333333333332,1.4666666666666666,300,-18.822222222222223,-23.439305555555553,-14.427500000000002,-1.1033333333333333,-28.4978835978836,-33.96103174603175,-23.433994708994707,-23.5015873015873,-28.585753968253965,-18.663789682539683
6,5,2,as|cnf&tzi|gap|mrg|ovl,1,1,17.555555555555554,1.53,19.477350427350427,18.333333333333332,1.4666666666666666,300,-18.822222222222223,-23.439305555555553,-14.427500000000002,-1.1033333333333333,-28.4978835978836,-33.96103174603175,-23.433994708994707,-23.5015873015873,-28.585753968253965,-18.663789682539683
5,4,2,as|gap|mrg&tzi|ovl,1,1,19.555555555555554,1.62,19.477350427350427,18.333333333333332,1.5233333333333334,300,-18.822222222222223,-23.439305555555553,-14.427500000000002,-1.0466666666666666,-28.4978835978836,-33.96103174603175,-23.433994708994707,-23.5015873015873,-28.585753968253965,-18.663789682539683
